,0,1,2,3,4,5,6
0,省/直辖市,地市,许可证编号,单位名称,行业类别,有效期限,发证日期
1,上海市,市辖区,91310116769449720Y001P,上海固创化工新材料有限公司,有机化学原料制造,2021-12-21至2026-12-20,2021-12-03
2,上海市,市辖区,91310116586766897X001X,进彩新材料（上海）有限公司,涂料制造,2023-01-06至2028-01-05,2023-01-06
3,上海市,市辖区,913100007402905337001V,科莱恩催化剂（上海）有限公司,化学试剂和助剂制造,2023-01-05至2028-01-04,2023-01-05
4,上海市,市辖区,913100007639542757001C,圣莱科特精细化工（上海）有限公司,其他合成材料制造,2022-12-30至2027-12-29,2022-12-30
5,上海市,市辖区,913100006073372599001U,巴斯夫上海涂料有限公司（化工区）,涂料制造,2022-12-29至2027-12-28,2022-12-29
6,上海市,市辖区,913101201326081818001P,华东理工大学华昌聚合物有限公司,初级形态塑料及合成树脂制造,2022-12-28至2027-12-27,2022-12-28
7,上海市,市辖区,91310000060899994C001P,英威达尼龙化工（中国）有限公司,有机化学原料制造,2022-12-28至2027-12-27,2022-12-28
8,上海市,市辖区,91310000667750248Q001V,上海炼升化工股份有限公司,专项化学用品制造,2023-01-01至2027-12-31,2022-12-28
9,上海市,市辖区,91310114133629603R001V,上海嘉定马陆化工厂有限公司,无机盐制造,2022-12-27至2027-12-26,2022-12-27
10,上海市,市辖区,91310000607414568M001U,铃鹿复合建材（上海）有限公司,涂料制造,2022-10-19至2027-10-18,2022-10-19
11,上海市,市辖区,913100006073379101001Q,阿克苏诺贝尔漆油（上海）有限公司,涂料制造,2022-12-26至2027-12-25,2022-12-26
12,上海市,市辖区,91310116770224684D001C,上海忆南奶牛养殖有限公司,有机肥料及微生物肥料制造,2022-12-26至2027-12-25,2022-12-26
13,上海市,市辖区,9131000005299318XW001P,东曹（上海）聚氨酯有限公司,初级形态塑料及合成树脂制造,2022-12-26至2027-12-25,2022-12-26
14,上海市,市辖区,91310000664332470G001U,上海稻畑精细化工有限公司,涂料制造,2022-12-26至2027-12-25,2022-12-26
15,上海市,市辖区,91310000607220376T001P,上海欧亚合成材料股份有限公司,初级形态塑料及合成树脂制造,2021-12-21至2026-12-20,2021-12-21
16,上海市,市辖区,91310116697211579W001Y,上海凝瑞粘合剂科技发展有限公司,其他专用化学产品制造,2022-12-20至2027-12-19,2022-12-20
17,上海市,市辖区,91310116695803116G001W,上海郁文实业有限公司,香料、香精制造,2022-12-20至2027-12-19,2022-12-20
18,上海市,市辖区,91310116662478847M001C,上海汇得科技股份有限公司,初级形态塑料及合成树脂制造,2022-12-20至2027-12-19,2022-12-20
19,上海市,市辖区,9131011675573837X5001P,上海巴德富实业有限公司,初级形态塑料及合成树脂制造,2022-12-20至2027-12-19,2022-12-20
20,上海市,市辖区,91310115759887639G001V,上海征宇反光材料有限公司,其他专用化学产品制造,2022-12-07至2027-12-06,2022-12-07
21,上海市,市辖区,9131000060743055X8001P,兴农药业（中国）有限公司,化学农药制造,2021-01-01至2025-12-31,2020-12-28
22,上海市,市辖区,91310230631063382Q001R,上海精科绿岛生物有机肥有限公司,有机肥料及微生物肥料制造,2022-12-14至2027-12-13,2022-12-14
23,上海市,市辖区,913102306958444367001V,上海跃进有机肥料有限公司,有机肥料及微生物肥料制造,2022-12-14至2027-12-13,2022-12-14
24,上海市,市辖区,91310000582115712Y001P,西萨化工（上海）有限公司,有机化学原料制造,2022-12-13至2027-12-12,2022-12-13
25,上海市,市辖区,913100006073622866002V,上海实业振泰化工有限公司（舜工路厂区）,其他基础化学原料制造,2022-12-08至2027-12-07,2022-12-08
26,上海市,市辖区,91310000710936380G001U,亚东石化（上海）有限公司,合成纤维单(聚合)体制造,2022-01-14至2027-01-13,2022-01-13
27,上海市,市辖区,913101147664637543001Q,上海顺威环保科技有限公司,油墨及类似产品制造,2020-08-04至2023-08-03,2020-08-04
28,上海市,市辖区,91310115MA1H9NPC3T001Q,巴斯夫环保技术（上海）有限公司,化学试剂和助剂制造,2022-12-07至2027-12-06,2022-12-07
29,上海市,市辖区,913101156072425598001Q,上海国际油漆有限公司,涂料制造,2022-12-05至2027-12-04,2022-12-05
30,上海市,市辖区,91310116703110070T001V,上海立得催化剂有限公司,化学试剂和助剂制造,2022-12-05至2027-12-04,2022-12-05
31,上海市,市辖区,91310000771492218K001V,宁柏迪特种化学（上海）有限公司,化学试剂和助剂制造,2020-08-01至2023-07-31,2020-08-01
32,上海市,市辖区,91310000753155429A001C,长欣胶业（上海）有限公司,合成橡胶制造,2022-12-01至2027-11-30,2022-12-01
33,上海市,市辖区,91310000749553571B001V,先尼科化工（上海）有限公司,染料制造,2021-07-23至2026-07-22,2021-07-23
34,上海市,市辖区,91310120769698022T001V,上海日多高分子材料有限公司,化学试剂和助剂制造,2020-08-29至2023-08-28,2020-08-28
35,上海市,市辖区,91310117631349372C001Q,上海科瑞印刷材料有限公司,油墨及类似产品制造,2020-08-06至2023-08-05,2020-08-05
36,上海市,市辖区,91310115739011998A001U,上海贝德混凝土外加剂有限公司,其他专用化学产品制造,2022-11-23至2027-11-22,2022-11-23
37,上海市,市辖区,913101150800890081001Y,成丰化工（上海）有限公司,化学试剂和助剂制造,2021-04-13至2026-04-12,2021-04-13
38,上海市,市辖区,91310120575814857P001P,彤程化学（中国）有限公司,初级形态塑料及合成树脂制造,2022-11-22至2027-11-21,2022-11-22
39,上海市,市辖区,91310114758571608T001U,上海长润化工有限公司,涂料制造,2022-11-22至2027-11-21,2022-11-22
40,上海市,市辖区,91310118566509105H001U,上海大杉新材料科技有限公司,涂料制造,2022-10-09至2027-10-08,2022-10-09
41,上海市,市辖区,91310000748094094D001P,永星化工（上海）有限公司,化学试剂和助剂制造,2021-08-24至2026-08-23,2021-08-24
42,上海市,市辖区,91310120676210235J001U,上海汉司汽车材料有限公司,其他专用化学产品制造,2021-09-02至2026-09-01,2021-09-01
43,上海市,市辖区,91310116783113844P001V,卓悦环保新材料（上海）有限公司,化学试剂和助剂制造,2022-10-12至2027-10-11,2022-10-12
44,上海市,市辖区,913101157584197100001V,上海踏浪精细化工有限公司,无机盐制造,2022-11-08至2027-11-07,2022-11-08
45,上海市,市辖区,91310116687359721K001P,上海联聚实业有限公司,初级形态塑料及合成树脂制造,2022-11-07至2027-11-06,2022-11-07
46,上海市,市辖区,913101156072632023001C,立邦涂料（中国）有限公司,涂料制造,2019-12-31至2024-12-30,2019-12-31
47,上海市,市辖区,91310115767242582D001U,巴斯夫聚氨酯特种产品（中国）有限公司,专项化学用品制造,2022-01-01至2026-12-31,2022-01-01
48,上海市,市辖区,913101153421101541001Q,上海芳甸生物科技有限公司南汇分公司,复混肥料制造,2022-10-30至2027-10-29,2022-10-30
49,上海市,市辖区,91310115583479876D001Q,上海钙源生物科技有限公司,复混肥料制造,2022-10-30至2027-10-29,2022-10-30
50,上海市,市辖区,9131000074615484XA001V,上海东洋油墨制造有限公司,油墨及类似产品制造,2022-11-02至2027-11-01,2022-11-02
51,上海市,市辖区,913100006873885738001U,华威粘结材料（上海）股份有限公司,其他专用化学产品制造,2022-11-02至2027-11-01,2022-11-02
52,上海市,市辖区,91310118631032447T001V,上海齐力助剂有限公司,化学试剂和助剂制造,2020-08-01至2023-07-31,2020-07-25
53,上海市,市辖区,91310000558756763U001V,东邦化学（上海）有限公司,专项化学用品制造,2022-10-31至2027-10-30,2022-10-31
54,上海市,市辖区,91310000607374324M001P,允发化工（上海）有限公司,化学农药制造,2022-11-01至2027-10-31,2022-10-31
55,上海市,市辖区,913100006624190035001Q,慧瑞环保涂料（上海）有限公司,涂料制造,2022-10-28至2027-10-27,2022-10-28
56,上海市,市辖区,91310000743275611U001U,庞贝捷涂料（上海）有限公司,涂料制造,2022-10-28至2027-10-27,2022-10-28
57,上海市,市辖区,91310117MA1J3H9N4M001V,凯美克（上海）医药科技有限公司,化学试剂和助剂制造,2022-10-28至2027-10-27,2022-10-28
58,上海市,市辖区,913100007605958527001U,海丰赛文（上海）包装材料有限公司,涂料制造,2022-10-28至2027-10-27,2022-10-28
59,上海市,市辖区,91310000631789714J001R,上海金力泰化工股份有限公司,涂料制造,2022-10-29至2027-10-28,2022-10-28
60,上海市,市辖区,91310000766494550B001U,庞贝捷粉末涂料（上海）有限公司,涂料制造,2020-08-28至2023-08-27,2020-08-28
61,上海市,市辖区,913101148322144586001P,上海东风农药厂有限公司,化学农药制造,2020-08-30至2023-08-29,2020-08-29
62,上海市,市辖区,91310000751851295J001R,大日精化（上海）化工有限公司,涂料制造,2020-11-14至2023-11-13,2020-11-13
63,上海市,市辖区,913100005964628115001V,阿拉丁试剂（上海）有限公司,化学试剂和助剂制造,2020-08-06至2023-08-05,2020-08-05
64,上海市,市辖区,9131012076533044XE001V,上海优创化学品有限公司,专项化学用品制造,2020-08-30至2023-08-29,2020-08-29
65,上海市,市辖区,913100006072722568001P,上海惠光环境科技有限公司,化学农药制造,2021-07-24至2026-07-23,2021-07-23
66,上海市,市辖区,91310000134104753U001P,上海农乐生物制品股份有限公司,生物化学农药及微生物农药制造,2021-12-02至2026-12-01,2021-12-01
67,上海市,市辖区,91310000607402858F001V,祯祥化学工业（上海）有限公司,化学试剂和助剂制造,2022-10-27至2027-10-26,2022-10-27
68,上海市,市辖区,91310117MA1J418R21001Q,上海虎龙水性涂料有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
69,上海市,市辖区,91310117631629083P001W,上海青彤金属处理材料有限公司,专项化学用品制造,2022-10-27至2027-10-26,2022-10-27
70,上海市,市辖区,91310117MA1J228E80001W,上海达巧康新材料科技有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
71,上海市,市辖区,91310000756961151M001U,涂耐可艾克（上海）涂料有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
72,上海市,市辖区,91310117MA1J263E7D001Q,上海汉熵新材料科技股份有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
73,上海市,市辖区,91310117MA1J3F5C33001P,上海信斯帝克新材料有限公司,初级形态塑料及合成树脂制造,2022-10-27至2027-10-26,2022-10-27
74,上海市,市辖区,9131000060743258XR001Q,贝科工业涂料（上海）有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
75,上海市,市辖区,9131011732446926XR001Q,上海蕴福新材料科技有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
76,上海市,市辖区,9131000060741500XB001C,宝美施化工（上海）有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
77,上海市,市辖区,913100006074194308001V,成大（上海）化工有限公司,化学试剂和助剂制造,2020-07-26至2023-07-25,2020-07-25
78,上海市,市辖区,91310000743778884A001Q,上海协承昌化工有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
79,上海市,市辖区,913100007426899947001W,小川香料（上海）有限公司,香料、香精制造,2022-10-27至2027-10-26,2022-10-27
80,上海市,市辖区,913100006074164831002V,庄信万丰（上海）化工有限公司（荣乐东路厂区）,化学试剂和助剂制造,2022-10-27至2027-10-26,2022-10-27
81,上海市,市辖区,91310117755008174H001U,上海希诺建筑材料有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
82,上海市,市辖区,91310117752482807M001C,奥斯佳材料科技（上海）有限公司,专项化学用品制造,2022-10-27至2027-10-26,2022-10-27
83,上海市,市辖区,913100007970313726001V,庄信万丰（上海）催化剂有限公司,化学试剂和助剂制造,2022-10-27至2027-10-26,2022-10-27
84,上海市,市辖区,91310117741170728Y001U,上海真丽化工有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
85,上海市,市辖区,91310117MA1J102A6D001X,上海宝开生物科技有限公司,香料、香精制造,2020-12-28至2023-12-27,2020-12-27
86,上海市,市辖区,91310117756980723W001Q,上海联景聚氨酯科技发展有限公司（泖港）,涂料制造,2022-10-27至2027-10-26,2022-10-27
87,上海市,市辖区,91310117669393352D001U,上海嘉托建材有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
88,上海市,市辖区,913101177956262098001Q,上海深禾聚合物材料有限公司,涂料制造,2021-05-27至2026-05-26,2021-05-27
89,上海市,市辖区,913101176317774813001Q,上海蓝宝涂料有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
90,上海市,市辖区,91310117MA1J22CX99001W,上海丕莫粉末涂料有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
91,上海市,市辖区,91310117779760096P001W,上海灿达建材科技有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
92,上海市,市辖区,91310117791428192N001U,上海弘业涂料科技发展有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
93,上海市,市辖区,91310117552995923L001W,上海众益实业有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
94,上海市,市辖区,91310117MA1J1DUE21001Q,上海爱迪技术发展有限公司松江分公司,涂料制造,2020-07-27至2023-07-26,2020-07-26
95,上海市,市辖区,913101176315968833001Y,上海兴春装饰材料有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
96,上海市,市辖区,91310117MA1J4PWG02001U,上海漆礼联新材料科技有限公司,涂料制造,2021-09-11至2026-09-10,2021-09-10
97,上海市,市辖区,91310117574134614U001U,上海蕾雅实业有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
98,上海市,市辖区,91310117550008357E001W,上海浩优香精香料有限公司,香料、香精制造,2020-12-28至2023-12-27,2020-12-27
99,上海市,市辖区,913101125601467370001U,上海安弗柯林工业科技有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
100,上海市,市辖区,91310117676232020A001Q,上海乐昊涂料有限公司,涂料制造,2021-04-14至2026-04-13,2021-04-13
101,上海市,市辖区,91310117666047403W001Q,上海志奇涂料有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
102,上海市,市辖区,91310117MA1J2YC147001U,上海吒吒新材料科技有限公司,其他专用化学产品制造,2020-12-28至2023-12-27,2020-12-27
103,上海市,市辖区,91310117MA1J3DP74Q001U,上海笙翔新材料有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
104,上海市,市辖区,91310230133441379D001U,上海欧畅新材料科技有限公司,油墨及类似产品制造,2022-10-27至2027-10-26,2022-10-27
105,上海市,市辖区,913101175887171834001Y,上海儒轩节能科技有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
106,上海市,市辖区,91310117736662402R001Q,上海浙光涂料有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
107,上海市,市辖区,91310117795629098Q001Q,上海新常江化学有限公司,涂料制造,2021-12-13至2026-12-12,2021-12-13
108,上海市,市辖区,91310117055933633H001U,上海骥勤粉末涂料有限公司,涂料制造,2021-11-05至2026-11-04,2021-11-05
109,上海市,市辖区,91310117781873567L001Q,上海贝才装饰材料有限公司,涂料制造,2020-08-30至2023-08-29,2020-08-29
110,上海市,市辖区,913101177811173310001Q,上海嘉怡涂料有限公司,涂料制造,2022-10-27至2027-10-26,2022-10-27
111,上海市,市辖区,91310117773713758B001Z,上海美士星建筑胶粘剂有限公司,其他专用化学产品制造,2022-10-27至2027-10-26,2022-10-27
112,上海市,市辖区,91310000662410025C001V,明尼苏达矿业制造特殊材料（上海）有限公司,其他专用化学产品制造,2022-10-27至2027-10-26,2022-10-27
113,上海市,市辖区,91310117MA1J42FP31001U,上海誉才建筑装潢材料有限公司,涂料制造,2021-03-18至2026-03-17,2021-03-18
114,上海市,市辖区,91310112133313262E001X,上海七一粉末涂料有限公司,涂料制造,2020-08-30至2023-08-29,2020-08-29
115,上海市,市辖区,91310117MA1J3N8T35001Q,上海缔朴水性涂料有限公司,涂料制造,2021-11-01至2026-10-31,2021-11-01
116,上海市,市辖区,91310110MA1G8KUN0A001Q,上海衡峰厚千水性氟碳涂料有限公司,涂料制造,2021-09-30至2026-09-29,2021-09-30
117,上海市,市辖区,91310116586772963Y001Q,上海蔚光新材料科技有限公司,涂料制造,2021-09-28至2026-09-27,2021-09-28
118,上海市,市辖区,913101177718047796001W,上海灼日新材料科技有限公司,涂料制造,2021-08-14至2026-08-13,2021-08-13
119,上海市,市辖区,91310117MA1J2J5C9K001W,上海肯太高分子材料有限公司,涂料制造,2020-08-15至2023-08-14,2020-08-14
120,上海市,市辖区,91310117744214204P001V,上海高邦印刷材料有限公司,油墨及类似产品制造,2022-01-28至2027-01-27,2022-01-28
121,上海市,市辖区,91310000607356054N001Q,上海诺格涂料有限公司,涂料制造,2020-07-16至2023-07-15,2020-07-15
122,上海市,市辖区,913101170558936781001U,上海盖林涂料有限公司,涂料制造,2020-08-25至2023-08-24,2020-08-24
123,上海市,市辖区,91310117630974555B001Q,上海茸康涂料有限公司,涂料制造,2020-08-25至2023-08-24,2020-08-24
124,上海市,市辖区,91310117MA1J1XGJ90001X,庞曦纳米技术（上海）有限公司,油墨及类似产品制造,2020-08-30至2023-08-29,2020-08-29
125,上海市,市辖区,91310117765571411M001Z,上海立诺建筑装饰材料有限公司,涂料制造,2020-08-30至2023-08-29,2020-08-29
126,上海市,市辖区,91310117574105194P001Y,上海超彩油墨有限公司,油墨及类似产品制造,2020-08-30至2023-08-29,2020-08-29
127,上海市,市辖区,91310117072992280F001U,上海律盈新材料科技有限公司,涂料制造,2022-10-26至2027-10-25,2022-10-26
128,上海市,市辖区,91310117703054435L001U,上海中南涂料厂有限公司,涂料制造,2022-10-26至2027-10-25,2022-10-26
129,上海市,市辖区,913101207416292952001Y,上海阳森精细化工有限公司,涂料制造,2020-08-19至2023-08-18,2020-08-18
130,上海市,市辖区,91310000607384397X001P,上海罗门哈斯化工有限公司,初级形态塑料及合成树脂制造,2021-12-28至2026-12-27,2021-11-02
